"id_1","id_2","cmp_fname_c1","cmp_fname_c2","cmp_lname_c1","cmp_lname_c2","cmp_sex","cmp_bd","cmp_bm","cmp_by","cmp_plz","Class"
34158,78680,1,NA,0.5,NA,1,1,0,0,0,"FALSE"
20563,82764,1,NA,0.0909090909090909,NA,1,1,0,0,0,"FALSE"
33704,53901,1,NA,0,NA,1,0,0,1,0,"FALSE"
32693,48694,0.4,NA,0.25,NA,1,0,1,0,0,"FALSE"
30981,43230,1,NA,0,NA,1,0,1,0,0,"FALSE"
10671,94915,1,NA,0,NA,1,0,1,0,0,"FALSE"
71791,78342,1,NA,0.428571428571429,NA,1,0,1,0,0,"FALSE"
71271,76593,0.25,NA,1,NA,1,0,0,0,0,"FALSE"
22765,59419,0.4,NA,0.25,NA,1,0,1,0,0,"FALSE"
55999,57382,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
77047,88327,0.142857142857143,NA,1,NA,1,0,0,0,0,"FALSE"
54540,65634,1,NA,0.181818181818182,NA,1,0,1,0,0,"FALSE"
59318,69745,0.25,NA,1,NA,1,0,0,0,0,"FALSE"
57684,67208,0,NA,0,NA,0,1,1,1,0,"FALSE"
2989,98359,0.222222222222222,NA,0.111111111111111,NA,0,1,1,1,0,"FALSE"
70555,97382,0.428571428571429,NA,0.428571428571429,NA,1,0,0,0,0,"FALSE"
43471,46254,0.5,NA,0.5,NA,1,0,0,0,0,"FALSE"
46747,71094,1,NA,0.363636363636364,NA,1,0,0,1,0,"FALSE"
11093,13557,1,NA,0.181818181818182,NA,0,0,0,1,0,"FALSE"
19579,41488,1,NA,0,NA,1,1,0,0,0,"FALSE"
3062,64589,0.4,NA,0.125,NA,1,0,1,0,0,"FALSE"
37735,85438,1,NA,0.0909090909090909,NA,1,1,0,0,0,"FALSE"
2103,63840,0.125,NA,0.714285714285714,NA,1,0,0,0,0,"FALSE"
42318,48969,1,NA,0,NA,1,0,1,0,0,"FALSE"
4051,23195,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
5932,45987,1,NA,0,NA,1,0,1,0,0,"FALSE"
23343,43664,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
45929,46744,0.4,NA,0,NA,1,1,1,0,0,"FALSE"
24383,52263,0.142857142857143,NA,0.5,NA,1,0,0,1,0,"FALSE"
5125,8965,0.4,NA,0.5,NA,0,0,1,0,0,"FALSE"
29358,43159,0,NA,0.0909090909090909,NA,0,1,1,1,0,"FALSE"
64405,74124,1,NA,0.1,NA,1,1,0,0,0,"FALSE"
12171,77601,1,NA,0.285714285714286,NA,1,0,0,1,0,"FALSE"
64990,70348,0.25,NA,1,NA,1,0,0,0,0,"FALSE"
27790,57686,0.75,NA,0,NA,1,0,1,0,0,"FALSE"
92711,96994,1,NA,0.3,NA,1,0,1,0,0,"FALSE"
12956,89602,1,NA,0,NA,1,0,0,1,0,"FALSE"
29780,81845,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
38046,80805,0.75,NA,0.285714285714286,NA,1,1,0,1,0,"FALSE"
20547,79506,0.222222222222222,NA,1,NA,1,0,1,0,0,"FALSE"
10637,34883,0.142857142857143,NA,0.6,NA,1,0,0,0,0,"FALSE"
1015,87177,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
16736,36104,0.222222222222222,NA,1,NA,1,0,0,0,0,"FALSE"
10381,31403,1,NA,0,NA,1,0,1,0,0,"FALSE"
31333,77904,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
12109,84683,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
40003,76872,0.125,NA,1,NA,1,0,0,0,0,"FALSE"
8263,46140,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
21396,75985,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
24914,43798,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
40948,79636,0,NA,1,NA,1,0,0,0,0,"FALSE"
7758,85342,0.4,NA,0.625,NA,1,0,0,0,0,"FALSE"
34640,90911,0.2,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
63785,82685,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
54524,77415,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
8419,92099,0,NA,1,NA,1,0,0,0,0,"FALSE"
23054,49500,0,NA,1,NA,1,0,0,0,0,"FALSE"
37189,56586,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
2856,27784,1,NA,0.166666666666667,NA,1,1,0,0,0,"FALSE"
35987,37546,0.666666666666667,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
31914,46364,0,NA,0.6,NA,1,0,0,0,0,"FALSE"
5225,29229,1,NA,0.166666666666667,NA,1,1,0,0,0,"FALSE"
72725,89015,1,NA,0,NA,1,0,1,0,0,"FALSE"
9264,29922,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
53139,91986,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
51856,72709,1,NA,0,NA,1,0,0,1,0,"FALSE"
71296,84544,1,NA,0,NA,1,0,1,0,0,"FALSE"
8018,89391,1,NA,0.25,NA,1,1,0,0,0,"FALSE"
4653,21116,0.4,NA,0,NA,1,1,0,0,0,"FALSE"
45483,69150,0.166666666666667,NA,0.5,NA,1,0,0,0,0,"FALSE"
82553,94860,0.222222222222222,NA,0,NA,0,1,1,1,0,"FALSE"
38626,97238,1,NA,0,NA,1,0,1,0,0,"FALSE"
3603,52434,1,NA,0.333333333333333,NA,1,1,0,0,0,"FALSE"
31990,36236,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
10246,97043,0.142857142857143,NA,0.166666666666667,NA,1,1,1,1,0,"FALSE"
38387,59453,0.142857142857143,NA,0.0833333333333334,NA,0,1,1,1,0,"FALSE"
62247,83778,1,NA,0.666666666666667,NA,1,0,0,0,0,"FALSE"
50108,85239,1,NA,0.375,NA,1,0,0,1,0,"FALSE"
58963,81596,1,NA,0.166666666666667,NA,1,0,0,1,0,"FALSE"
46254,60808,1,NA,0.181818181818182,NA,1,0,0,1,0,"FALSE"
49961,99301,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
55554,67105,0.4,NA,0.222222222222222,NA,1,0,0,1,0,"FALSE"
20600,59633,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
27681,52021,1,NA,0.285714285714286,NA,0,0,0,1,0,"FALSE"
11874,26459,1,NA,0.0909090909090909,NA,1,0,1,0,0,"FALSE"
22987,38221,0.333333333333333,NA,0.285714285714286,NA,1,1,1,1,0,"FALSE"
16083,53696,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
67801,76655,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
13557,27918,1,NA,0.0909090909090909,NA,0,0,1,0,0,"FALSE"
54444,68683,1,NA,0.25,NA,1,0,1,1,0,"FALSE"
47601,53106,1,NA,0.375,NA,1,0,1,0,0,"FALSE"
48736,54168,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
18839,81756,1,NA,0.0909090909090909,NA,1,0,1,0,0,"FALSE"
70248,88601,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
46538,68794,1,NA,0.166666666666667,NA,1,1,1,0,0,"FALSE"
13596,33328,1,NA,0,NA,1,0,1,0,0,"FALSE"
13174,69337,0.4,NA,0.111111111111111,NA,1,1,0,0,0,"FALSE"
40835,64542,0,NA,0.714285714285714,NA,1,0,0,0,0,"FALSE"
67663,73791,1,NA,0,NA,1,0,1,0,0,"FALSE"
20434,51682,0.833333333333333,NA,0.142857142857143,NA,1,1,1,0,0,"FALSE"
20257,93811,1,NA,1,NA,1,0,0,0,0,"FALSE"
51287,91080,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
17375,49955,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
46775,70380,1,NA,0.3,NA,1,1,0,0,0,"FALSE"
15531,64375,1,NA,1,NA,1,0,0,0,0,"FALSE"
14789,89698,0.4,NA,0.285714285714286,NA,1,0,0,0,0,"FALSE"
9255,19833,1,NA,0.3,NA,1,0,1,0,0,"FALSE"
2292,99171,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
30593,35418,1,NA,0.222222222222222,NA,1,0,0,1,0,"FALSE"
27163,52852,1,1,0.111111111111111,NA,1,0,0,1,0,"FALSE"
92451,97926,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
55445,58632,0,NA,0.428571428571429,NA,1,0,0,0,0,"FALSE"
44525,60666,1,NA,0,NA,1,0,1,0,0,"FALSE"
45077,67673,1,NA,0.5,NA,1,1,0,0,0,"FALSE"
180,21486,1,NA,0.285714285714286,NA,1,0,1,0,1,"FALSE"
57286,71849,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
23516,84814,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
56325,95015,0.25,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
6831,63241,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
2926,83220,1,NA,0,NA,1,1,0,0,0,"FALSE"
10616,98207,1,1,0.142857142857143,NA,1,1,0,0,0,"FALSE"
54796,56487,0.5,NA,0.428571428571429,NA,1,0,0,0,0,"FALSE"
24682,35066,0.125,NA,0.5,NA,1,0,0,0,0,"FALSE"
14113,52471,0.333333333333333,NA,0.111111111111111,NA,1,1,1,1,0,"FALSE"
6376,73860,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
43379,80255,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
57524,71725,0.4,NA,0.4,NA,1,0,1,0,0,"FALSE"
30814,35795,1,NA,0.25,NA,1,1,0,0,0,"FALSE"
54905,72711,0.25,NA,1,NA,1,0,0,1,0,"FALSE"
24716,47034,1,NA,0,NA,1,0,0,1,0,"FALSE"
21012,73151,1,NA,0.222222222222222,NA,1,1,0,0,0,"FALSE"
18297,56126,1,NA,0.111111111111111,NA,1,0,1,1,0,"FALSE"
1436,13073,1,NA,0,NA,1,1,0,0,0,"FALSE"
11771,26262,1,NA,0,NA,1,0,0,1,0,"FALSE"
55967,97496,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
7545,38142,0.6,NA,0.1,NA,1,0,0,1,0,"FALSE"
4023,37480,1,NA,0.2,NA,1,0,0,1,0,"FALSE"
88525,88718,1,NA,0,NA,1,0,0,1,0,"FALSE"
8723,27145,1,NA,0,NA,1,0,1,1,0,"FALSE"
10686,95497,1,NA,0.1,NA,1,1,0,0,0,"FALSE"
22972,83867,1,NA,0.153846153846154,NA,1,1,0,0,0,"FALSE"
11809,27262,0,NA,1,NA,1,0,0,0,0,"FALSE"
50255,93696,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
55608,59544,1,NA,0.625,NA,1,0,0,1,0,"FALSE"
33039,36547,0.428571428571429,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
18970,50927,1,NA,0,NA,1,1,0,1,0,"FALSE"
1462,40643,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
53629,60489,1,NA,0.3,NA,1,0,0,1,0,"FALSE"
13900,71316,0,NA,0,NA,0,1,1,1,0,"FALSE"
17953,42976,0.222222222222222,NA,1,NA,1,0,0,0,0,"FALSE"
2850,82568,1,NA,0,NA,1,0,1,0,0,"FALSE"
5973,72757,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
3055,62402,1,NA,0,NA,1,1,0,0,0,"FALSE"
1320,30235,1,NA,0,NA,1,0,1,0,0,"FALSE"
17733,66917,0,NA,0,NA,0,1,1,1,0,"FALSE"
28427,70524,0,NA,0.5,NA,1,0,0,0,0,"FALSE"
4565,50413,0.285714285714286,NA,0.222222222222222,NA,1,0,0,0,0,"FALSE"
40221,68539,0.166666666666667,NA,0.6,NA,1,0,0,0,0,"FALSE"
45782,96674,1,NA,0.5,NA,1,0,1,0,0,"FALSE"
47109,93503,0.4,NA,0.2,NA,1,1,0,1,0,"FALSE"
14621,28936,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
3454,82070,1,NA,0,NA,1,0,1,0,0,"FALSE"
792,26106,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
85291,89919,0,NA,0.111111111111111,NA,1,1,1,1,0,"FALSE"
39622,56098,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
6496,32293,0.2,NA,1,NA,1,1,0,0,0,"FALSE"
22722,83441,1,NA,0.1,NA,1,0,1,0,0,"FALSE"
70077,88152,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
66415,79705,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
37989,97031,1,NA,0,NA,1,0,1,0,0,"FALSE"
44041,86327,1,NA,0.375,NA,1,0,0,1,0,"FALSE"
11242,22033,1,NA,0.181818181818182,NA,1,0,1,0,0,"FALSE"
3428,44392,1,NA,0.333333333333333,NA,1,0,0,1,0,"FALSE"
20351,71709,0,NA,1,NA,1,0,0,0,0,"FALSE"
87117,92287,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
29632,57261,0.857142857142857,NA,0.166666666666667,NA,0,0,1,0,0,"FALSE"
63704,69199,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
6469,64204,0.4,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
9395,79629,0.75,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
84626,97692,1,NA,0,NA,1,0,0,1,0,"FALSE"
74640,97361,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
3848,24119,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
63215,72935,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
30837,91171,0.375,NA,0.166666666666667,NA,1,1,1,1,0,"FALSE"
7719,60163,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
12132,18994,1,NA,0.333333333333333,NA,1,1,0,0,0,"FALSE"
37062,64818,0.2,NA,0.5,NA,1,0,1,0,0,"FALSE"
27844,65944,1,NA,0,NA,1,0,1,0,0,"FALSE"
75636,80111,0.4,NA,0,NA,1,0,1,0,0,"FALSE"
16140,87073,0.142857142857143,NA,1,NA,1,0,0,0,0,"FALSE"
60552,69199,1,NA,0.5,NA,1,1,0,0,0,"FALSE"
7335,70531,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
66516,77847,0,NA,0.125,NA,0,1,1,1,0,"FALSE"
53561,94577,1,NA,0,NA,1,0,1,1,0,"FALSE"
59379,77149,1,NA,0.125,NA,0,0,1,0,0,"FALSE"
80784,98553,0.375,NA,1,NA,1,0,0,0,0,"FALSE"
56697,86504,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
39224,98677,1,NA,0.230769230769231,NA,1,0,1,0,0,"FALSE"
54997,87743,0,NA,0,NA,1,1,1,1,0,"FALSE"
15557,74087,1,NA,0,NA,1,0,0,1,0,"FALSE"
37547,46335,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
26837,68421,0,NA,0.5,NA,1,0,0,0,0,"FALSE"
30110,62229,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
63850,85065,1,NA,0.111111111111111,NA,1,1,0,0,0,"FALSE"
19355,27523,0.142857142857143,NA,0.8,NA,1,0,0,0,0,"FALSE"
41522,93938,1,NA,0.3,NA,1,0,1,0,0,"FALSE"
57866,76954,0.125,NA,0.625,NA,1,0,0,0,0,"FALSE"
45027,73344,1,NA,0,NA,1,0,1,0,0,"FALSE"
3947,42968,1,NA,0.25,NA,1,1,0,0,0,"FALSE"
10708,64097,0.4,NA,0,NA,1,1,0,0,0,"FALSE"
11013,89696,0.8,NA,0.166666666666667,NA,1,0,0,1,0,"FALSE"
52090,72103,1,NA,0.272727272727273,NA,0,0,0,1,0,"FALSE"
19678,62677,1,NA,0,NA,1,0,1,0,0,"FALSE"
7288,38057,0.125,NA,0.125,NA,1,1,1,1,0,"FALSE"
49172,82689,0,NA,0.0833333333333334,NA,1,1,1,1,0,"FALSE"
13360,51761,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
39895,66352,0.285714285714286,NA,0.8,NA,1,0,1,0,0,"FALSE"
70234,94453,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
4886,51023,1,1,0,NA,1,0,1,0,0,"FALSE"
1680,2562,0.875,NA,0,NA,1,1,0,0,0,"FALSE"
10859,66545,1,NA,0,NA,1,0,1,0,0,"FALSE"
64766,92259,0.25,NA,1,NA,1,1,0,0,0,"FALSE"
27396,99006,0.875,NA,0,NA,1,0,1,0,0,"FALSE"
63911,70814,0.111111111111111,NA,1,NA,1,0,1,0,0,"FALSE"
40700,68290,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
19052,66991,0.25,NA,0.111111111111111,NA,0,1,1,1,0,"FALSE"
48854,90718,1,NA,0.444444444444444,NA,1,0,1,0,0,"FALSE"
82459,98473,1,NA,0,NA,1,0,0,1,0,"FALSE"
26858,91484,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
14031,45827,0.142857142857143,NA,0.6,NA,1,0,0,0,0,"FALSE"
25375,44328,0.142857142857143,NA,0.833333333333333,NA,1,0,0,0,0,"FALSE"
8876,75122,1,NA,0,NA,1,0,1,0,0,"FALSE"
10826,21213,1,NA,0,NA,1,0,0,1,0,"FALSE"
5418,6373,0.875,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
49176,60380,0.875,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
20894,58893,0.857142857142857,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
50568,68375,0.875,NA,0.0909090909090909,NA,1,1,0,0,0,"FALSE"
75449,96989,0.4,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
51225,73350,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
87401,92713,0.166666666666667,NA,1,NA,1,0,1,0,0,"FALSE"
50482,65441,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
4277,91141,0.166666666666667,NA,0,NA,1,0,1,0,0,"FALSE"
63014,69856,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
4590,81094,1,NA,0,NA,1,0,1,0,0,"FALSE"
5941,28486,1,NA,0,NA,1,1,0,0,0,"FALSE"
50213,88617,1,NA,0.2,NA,1,0,0,1,0,"FALSE"
11781,12074,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
3508,50031,1,NA,0,NA,1,0,1,0,0,"FALSE"
41733,57904,1,NA,0,NA,1,0,1,0,0,"FALSE"
89415,96461,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
11355,15393,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
58366,73987,0.166666666666667,NA,0.111111111111111,NA,0,1,1,1,0,"FALSE"
20596,53212,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
37982,58718,0,NA,0.111111111111111,NA,1,1,1,1,0,"FALSE"
3915,16803,1,NA,0,NA,1,0,1,0,0,"FALSE"
21432,23499,1,NA,0.0666666666666667,NA,1,0,1,0,0,"FALSE"
42992,64629,1,NA,0,NA,1,0,1,0,0,"FALSE"
3396,50244,0.2,NA,0.8,NA,1,0,0,0,0,"FALSE"
76387,83612,1,NA,0,NA,1,0,0,1,0,"FALSE"
