id_1,id_2,cmp_f0me_c1,cmp_f0me_c2,cmp_l0me_c1,cmp_l0me_c2,cmp_sex,cmp_bd,cmp_bm,cmp_by,cmp_plz,Class
31629,47282,1,0,1,0,1,1,1,1,1,TRUE
22459,22601,1,0,1,0,1,1,1,1,1,TRUE
80378,89416,1,0,1,0,1,1,1,1,1,TRUE
297,30682,1,0,1,0,1,1,1,1,1,TRUE
47124,49844,1,0,1,0,1,1,1,1,1,TRUE
32657,35890,1,0,1,0,1,1,1,1,1,TRUE
32526,92639,1,0,1,0,1,1,1,1,1,TRUE
53660,60184,1,0,1,0,1,1,1,1,1,TRUE
79424,79441,1,0,1,0,1,1,1,1,1,TRUE
33979,48818,1,0,1,0,1,1,1,1,1,TRUE
16238,19588,1,1,1,0,1,1,1,1,1,TRUE
28394,85701,1,0,1,1,1,1,1,1,1,TRUE
21034,56820,1,0,1,0,1,1,1,1,1,TRUE
30055,41042,1,0,1,0,1,1,1,1,1,TRUE
16669,18552,1,0,1,0,1,1,1,1,1,TRUE
63110,63135,1,0,1,0,1,1,1,1,1,TRUE
42458,49888,1,0,1,0,1,1,1,1,1,TRUE
38837,74840,1,0,1,0,1,1,1,1,1,TRUE
16417,61664,1,0,1,0,1,1,1,1,1,TRUE
27704,48517,1,0,1,0,1,1,1,1,1,TRUE
28910,71437,1,0,1,0,1,1,1,1,1,TRUE
30120,37408,1,0,1,0,1,1,1,1,1,TRUE
34799,71933,1,0,1,0,1,1,1,1,0,TRUE
23557,32872,1,0,1,0,1,1,1,1,1,TRUE
11781,94118,1,0,1,0,0,1,1,1,1,TRUE
49170,75496,1,0,1,0,1,1,1,1,1,TRUE
34224,48723,1,0,1,0,1,1,1,1,1,TRUE
51339,51408,1,0,1,0,1,1,1,1,1,TRUE
68416,68417,1,0,1,0,1,1,1,1,1,TRUE
24526,67628,1,0,1,0,1,1,1,1,1,TRUE
44306,48871,1,0,1,0,1,1,1,1,1,TRUE
86093,91655,1,0,1,0,1,1,1,1,1,TRUE
42888,79556,1,0,1,0,1,1,1,1,1,TRUE
15401,23327,1,0,1,0,1,1,1,1,1,TRUE
47384,94487,1,0,1,0,1,1,1,1,1,TRUE
34674,83723,1,0,1,0,1,1,1,1,1,TRUE
59009,59010,1,1,1,0,1,1,1,1,1,TRUE
17939,43460,1,0,1,0,1,1,1,1,1,TRUE
81853,81854,1,0,1,0,1,1,1,1,1,TRUE
43081,91952,1,0,1,0,1,1,1,1,1,TRUE
42666,49331,1,0,1,0,1,1,1,1,1,TRUE
48702,67276,1,0,1,0,1,1,1,1,1,TRUE
26061,64302,1,0,1,0,1,1,1,1,1,TRUE
39379,56191,1,0,1,0,1,1,1,1,1,TRUE
89362,89363,1,0,1,0,1,1,1,1,1,TRUE
84855,84856,1,0,1,0,1,1,1,1,1,TRUE
81617,81618,1,0,1,0,1,1,1,1,1,TRUE
65429,65439,1,0,1,0,1,1,1,1,1,TRUE
60881,63033,1,0,1,0,1,1,1,1,1,TRUE
5642,5643,1,0,1,0,1,1,1,1,1,TRUE
28268,28269,1,0,1,0,1,1,1,1,1,TRUE
24188,25373,1,0,1,0,1,1,1,1,1,TRUE
46449,90562,1,0,1,0,1,1,1,1,1,TRUE
19515,33865,1,0,1,0,1,1,1,1,1,TRUE
27675,56858,1,0,1,0,1,1,1,1,1,TRUE
781,53342,1,0,1,0,1,1,1,1,1,TRUE
36976,42472,1,0,1,0,1,1,1,1,1,TRUE
12797,95826,1,0,1,0,1,1,1,1,1,TRUE
19257,21545,1,0,1,0,1,1,1,1,1,TRUE
4045,11581,1,0,1,0,1,1,1,1,1,TRUE
47826,90432,1,0,1,0,1,1,1,1,1,TRUE
8985,9437,1,0,1,0,1,1,1,1,1,TRUE
36147,50844,0.857142857,0,1,0,1,1,1,1,1,TRUE
22912,31666,1,1,1,0,1,1,1,1,1,TRUE
40295,66085,1,0,1,0,1,1,1,1,0,TRUE
16621,32254,1,0,1,0,1,1,1,1,1,TRUE
49281,80975,1,0,1,0,1,1,1,1,1,TRUE
33923,46061,1,0,1,0,1,1,1,1,1,TRUE
39709,48593,1,1,1,0,1,1,1,1,1,TRUE
30462,46889,1,0,1,0,1,1,1,1,1,TRUE
77842,80650,1,1,1,0,1,1,1,1,1,TRUE
4267,5081,1,0,0.818181818,0,1,1,1,0,1,TRUE
37891,43718,1,0,1,0,1,1,1,1,1,TRUE
18872,49341,1,0,1,0,1,1,1,1,1,TRUE
32606,78253,1,0,1,0,1,1,1,1,1,TRUE
35031,69649,0.875,0,1,0,1,1,1,1,1,TRUE
4478,4479,1,0,1,0,1,1,1,1,1,TRUE
36918,45458,1,0,1,0,1,1,1,1,1,TRUE
1919,1920,1,0,1,0,1,1,1,1,1,TRUE
40172,80788,1,0,1,0,1,1,1,1,1,TRUE
25384,37187,1,0,1,0,1,1,1,1,1,TRUE
36239,66870,0.875,0,1,0,1,1,1,1,1,TRUE
1019,1020,1,0,1,0,1,1,1,1,1,TRUE
28765,41025,1,0,1,0,1,1,1,1,1,TRUE
22117,30755,1,0,1,0,1,1,1,1,1,TRUE
21008,29740,1,0,1,0,1,1,1,1,1,TRUE
35723,49283,1,0,1,0,1,1,1,1,1,TRUE
30073,56187,1,0,1,0,1,1,1,1,1,TRUE
38514,43279,1,0,1,0,1,1,1,1,1,TRUE
17835,50423,1,0,1,0,1,1,1,1,1,TRUE
16927,21355,1,0,1,0,1,1,1,1,1,TRUE
21422,27772,1,0,1,0,1,1,1,1,1,TRUE
27699,27700,1,0,1,0,1,1,1,1,1,TRUE
27508,30467,1,0,1,0,1,1,1,1,1,TRUE
35163,39909,1,0,1,0,1,1,1,1,1,TRUE
17212,28942,1,0,1,0,1,1,1,1,1,TRUE
37621,44935,1,0,1,0,1,1,1,1,1,TRUE
9914,80648,1,0,1,0,1,1,1,1,1,TRUE
19491,28929,1,0,1,0,1,1,1,1,1,TRUE
26714,29742,1,0,1,0,1,1,1,1,1,TRUE
28080,39816,1,0,1,0,1,1,1,1,1,TRUE
55797,79888,1,0,1,0,1,1,1,1,1,TRUE
15161,18051,1,0,1,0,1,1,1,1,1,TRUE
23367,57391,1,0,1,0,1,1,1,1,1,TRUE
32425,79947,1,0,1,0,0,1,1,1,1,TRUE
40976,46638,1,0,1,0,1,1,1,1,1,TRUE
27186,28697,1,0,1,0,1,1,1,1,1,TRUE
21261,24194,1,0,1,0,1,1,1,1,1,TRUE
18767,21723,1,0,1,0,1,1,1,1,1,TRUE
6643,6898,1,0,1,0,1,1,1,1,1,TRUE
7451,84989,1,0,1,0,1,1,1,1,1,TRUE
36657,70946,1,1,0.25,0,1,1,1,1,1,TRUE
29274,44562,1,0,1,1,1,1,1,1,1,TRUE
51479,52321,1,0,1,0,1,1,1,1,1,TRUE
86913,87950,1,0,1,0,1,1,1,1,1,TRUE
59823,59861,1,0,1,0,1,1,1,1,1,TRUE
47759,49363,1,0,1,0,1,1,1,1,1,TRUE
41380,48611,1,0,1,0,1,1,1,1,1,TRUE
24973,27289,1,1,1,0,1,1,1,1,1,TRUE
27171,27172,1,1,1,0,1,1,1,1,1,TRUE
54892,94644,1,0,1,0,1,1,1,1,1,TRUE
36689,46888,1,0,1,0,1,1,1,1,1,TRUE
23464,39916,1,0,1,0,1,1,1,1,1,TRUE
16743,18051,1,0,1,0,1,1,1,1,1,TRUE
5211,91672,1,0,1,0,1,1,1,1,1,TRUE
19371,25167,1,0,1,0,1,1,1,1,1,TRUE
18572,44068,1,0,1,0,1,1,1,1,1,TRUE
11361,93622,1,0,1,0,1,1,1,1,1,TRUE
18436,28065,1,1,1,0,1,1,1,1,1,TRUE
37760,61947,1,0,1,0,1,1,1,1,1,TRUE
8021,10267,1,1,1,0,1,1,1,1,1,TRUE
35524,39426,1,1,1,0,1,1,1,1,1,TRUE
31042,76167,1,0,1,1,1,1,1,1,1,TRUE
56247,56584,1,1,1,0,1,1,1,1,1,TRUE
80048,83003,1,0,1,0,1,1,1,1,1,TRUE
39375,44379,1,0,1,0,1,1,1,1,1,TRUE
55917,60371,1,0,1,0,1,1,1,1,1,TRUE
97967,97988,1,0,1,0,1,1,1,1,1,TRUE
23199,23900,1,0,1,0,1,1,1,1,1,TRUE
38545,85422,1,0,1,0,1,1,1,1,1,TRUE
34674,83706,1,0,1,0,1,1,1,1,1,TRUE
16326,33297,1,0,1,0,1,1,1,1,1,TRUE
42414,74453,1,0,1,0,0,1,1,1,1,TRUE
23551,29462,1,0,1,0,1,1,1,1,1,TRUE
63879,69253,1,0,1,0,1,1,1,1,1,TRUE
27804,30536,1,1,1,0,1,1,1,1,1,TRUE
74834,75628,1,0,1,0,1,1,1,1,1,TRUE
36565,44106,1,0,1,0,1,1,1,1,1,TRUE
52807,64241,1,0,1,0,1,1,1,1,0,TRUE
40154,48593,1,1,1,0,1,1,1,1,1,TRUE
19955,66769,1,0,1,0,1,1,1,1,1,TRUE
20521,27914,1,0,1,0,1,1,1,1,1,TRUE
20019,59923,1,0,0.777777778,0,1,1,1,1,1,TRUE
1251,60330,1,0,1,0,1,1,1,1,1,TRUE
97152,97246,1,1,1,0,1,1,1,1,1,TRUE
3916,66222,1,0,1,0,1,1,1,1,1,TRUE
64239,64291,1,0,1,0,1,1,1,1,1,TRUE
64214,88920,1,0,1,0,1,1,1,1,1,TRUE
63910,66122,1,0,1,0,1,1,1,1,1,TRUE
5134,7176,1,0,1,0,1,1,1,1,1,TRUE
64270,64292,1,0,1,0,1,1,1,1,1,TRUE
17463,17994,1,0,1,0,1,1,1,1,1,TRUE
11007,90131,1,0,1,0,1,1,1,1,1,TRUE
17875,45223,1,0,1,0,1,1,1,1,1,TRUE
27591,58356,1,0,1,0,1,1,1,1,1,TRUE
34670,36202,1,0,1,0,1,1,1,1,1,TRUE
33794,46618,1,0,1,0,1,1,1,1,1,TRUE
48386,85294,1,0,1,0,1,1,1,1,1,TRUE
22073,24770,1,0,1,1,1,1,1,1,1,TRUE
6858,13464,1,0,1,0,1,1,1,1,1,TRUE
38457,44877,1,0,1,0,1,1,1,1,1,TRUE
30661,32477,1,0,1,0,1,1,1,1,1,TRUE
75979,76079,1,0,1,0,1,1,1,1,1,TRUE
49691,94216,1,0,1,0,1,1,1,1,1,TRUE
17470,27075,1,0,1,0,1,1,1,1,1,TRUE
29725,39237,1,0,1,0,1,1,1,1,1,TRUE
68239,74844,1,0,1,0,1,1,1,1,1,TRUE
9279,85223,1,0,1,0,1,1,1,1,1,TRUE
18575,37036,1,0,1,0,1,1,1,1,1,TRUE
43514,49737,1,0,1,0,1,1,1,1,1,TRUE
26341,27819,1,0,1,0,1,1,1,1,1,TRUE
25450,30058,1,0,1,0,1,1,1,1,1,TRUE
23988,66683,1,0,1,0,1,1,1,1,1,TRUE
24163,30102,1,0,1,0,1,1,1,1,1,TRUE
16330,51681,1,0,1,0,1,1,1,1,1,TRUE
52715,52716,1,0,1,0,1,1,1,1,1,TRUE
95569,97809,1,0,1,0,1,1,1,1,1,TRUE
51800,52466,1,0,1,0,1,1,1,1,0,TRUE
28512,64395,1,0,1,0,1,1,1,1,1,TRUE
26472,42099,1,0,1,0,1,1,1,1,1,TRUE
34159,35743,1,0,1,0,1,1,1,1,1,TRUE
62408,90462,1,0,1,0,1,1,1,1,1,TRUE
63530,63531,1,0,1,0,1,1,1,1,1,TRUE
24824,27727,1,0,1,0,1,1,1,1,1,TRUE
98627,98628,1,0,1,0,1,1,1,1,1,TRUE
16395,16396,1,0,1,1,1,1,1,1,1,TRUE
23521,25643,1,0,1,0,1,1,1,1,1,TRUE
33148,36367,1,1,1,0,1,1,1,1,1,TRUE
16911,19020,1,0,1,0,1,1,1,1,1,TRUE
29201,33505,1,0,1,0,1,1,1,1,1,TRUE
32618,34078,1,0,1,0,1,1,1,1,1,TRUE
42809,77207,1,0,1,0,1,1,1,1,1,TRUE
80040,80041,1,0,1,0,1,1,1,1,1,TRUE
29053,34180,1,0,1,0,1,1,1,1,1,TRUE
45189,70426,1,0,1,0,1,1,1,1,1,TRUE
75266,89915,1,0,1,0,1,1,1,1,1,TRUE
15919,17952,1,0,1,0,1,1,1,1,1,TRUE
20120,31263,1,0,1,0,1,1,1,1,1,TRUE
47737,63974,1,0,1,0,1,1,1,1,0,TRUE
41798,45957,1,0,1,0,1,1,1,1,1,TRUE
29760,50527,1,0,1,0,1,1,1,1,1,TRUE
18945,93593,1,0,1,0,1,0,1,1,0,TRUE
44311,99765,1,0,1,0.333333333,1,1,1,1,1,TRUE
64051,66157,1,0,1,0,1,1,1,1,0,TRUE
26318,29433,1,0,1,0,1,1,1,1,1,TRUE
17834,20328,1,0,1,0,1,1,1,1,1,TRUE
21593,28379,1,0,1,0,1,1,1,1,1,TRUE
27028,47295,1,0,1,0,1,1,1,1,1,TRUE
21798,24809,1,0,1,0,1,1,1,1,1,TRUE
68378,68379,1,0,1,0,1,1,1,1,1,TRUE
3279,8551,1,0,1,0,1,1,1,1,1,TRUE
63902,69356,1,0,1,0,1,1,1,1,1,TRUE
15396,47674,1,1,1,0,1,1,1,1,1,TRUE
21409,28966,1,0,1,0,1,1,1,1,1,TRUE
12770,12771,1,0,1,0,1,1,1,1,1,TRUE
20009,26471,1,0,1,0,1,1,1,1,1,TRUE
36074,76187,1,0,1,0,1,1,1,1,1,TRUE
22988,38040,1,0,1,0,1,1,1,1,1,TRUE
36307,42147,1,0,1,0,1,1,1,1,1,TRUE
20529,20667,1,0,1,0,1,1,1,1,1,TRUE
93475,93476,1,0,1,0,1,1,1,1,1,TRUE
17722,20095,1,0,1,0,1,1,1,1,1,TRUE
74578,89119,1,0,1,0,1,1,1,1,1,TRUE
73156,73204,1,0,1,0,1,1,1,1,1,TRUE
36503,38975,1,0,1,0,1,1,1,1,1,TRUE
37061,39868,1,0,1,0,1,1,1,1,1,TRUE
21659,45111,1,0,1,0,1,1,1,1,1,TRUE
42584,83482,1,0,1,0,1,1,1,1,1,TRUE
28133,28134,1,0,1,1,1,1,1,1,1,TRUE
38436,43286,1,0,1,0,1,1,1,1,1,TRUE
14855,34100,1,0,1,0,1,0,1,1,1,TRUE
19772,61159,1,0,1,0,1,1,1,1,1,TRUE
21153,42060,1,0,1,0,1,1,1,1,1,TRUE
37473,60424,1,0,1,0,1,1,1,1,1,TRUE
45762,94995,1,0,1,0,1,1,1,1,1,TRUE
18602,25216,1,0,1,0,1,1,1,1,1,TRUE
47757,59788,1,0,1,0,1,1,1,1,1,TRUE
18204,37717,1,0,1,0,1,1,1,1,1,TRUE
5895,6377,1,0,1,0,1,1,1,1,1,TRUE
30444,34372,1,0,1,0,1,1,1,1,1,TRUE
69145,69146,1,0,1,0,1,1,1,1,1,TRUE
32414,41048,1,0,1,0,1,1,1,1,1,TRUE
31421,31422,1,0,1,0,1,1,1,1,1,TRUE
32175,40458,1,0,1,0,1,1,1,1,1,TRUE
22048,33722,1,0,1,0,1,1,1,1,1,TRUE
27911,42951,1,1,1,0,1,1,1,1,1,TRUE
27028,33523,1,0,1,0,1,1,1,1,1,TRUE
4705,74804,1,0,1,0,1,1,1,1,1,TRUE
35995,48457,1,0,1,0,1,1,1,1,1,TRUE
46030,46031,1,0,1,0,1,1,1,1,1,TRUE
71341,78165,1,0,1,1,1,1,1,1,1,TRUE
25623,45245,1,0,1,0,1,1,1,1,1,TRUE
99852,99853,1,0,1,0,1,1,1,1,1,TRUE
19815,64351,1,0,1,0,1,1,1,1,1,TRUE
4781,95097,1,1,1,0,1,1,1,1,1,TRUE
55940,60702,1,0,1,0,1,1,1,1,1,TRUE
46842,48866,1,0,1,0,1,1,1,1,1,TRUE
16620,37611,1,0,1,0,1,1,1,1,1,TRUE
10796,88660,1,0,1,0,1,1,1,1,1,TRUE
15360,17649,1,0,1,0,1,1,1,1,1,TRUE
27891,36953,1,1,1,0,1,1,1,1,1,TRUE
83204,83205,1,0,1,0,1,1,1,1,1,TRUE
16529,27110,1,0,1,0,1,1,1,1,1,TRUE
38433,48758,1,0,1,1,1,1,1,1,1,TRUE
77729,98747,1,0,1,0,1,1,1,1,1,TRUE
16633,21629,1,0,1,0,1,1,1,1,1,TRUE
43912,87992,1,0,1,0,1,1,1,1,1,TRUE
23841,25297,1,0,1,0,1,1,1,1,1,TRUE
33177,39380,1,0,1,0,1,1,1,1,1,TRUE
92825,93234,1,0,1,0,0,1,1,1,1,TRUE
9428,11303,1,0,1,0,1,1,1,1,1,TRUE
172,443,1,0,1,0,1,1,1,1,1,TRUE
22145,26685,1,0,1,0,1,1,1,1,1,TRUE
21085,33119,1,0,1,0,1,1,1,1,1,TRUE
25848,33913,1,0,1,0,1,1,1,1,1,TRUE
23724,30582,1,0,1,0,1,1,1,1,1,TRUE
70986,71181,1,0,1,0,1,1,1,1,1,TRUE
26638,46877,1,0,1,0,1,1,1,1,1,TRUE
5336,31420,1,0,0.125,0.125,1,1,1,1,1,TRUE
35369,42357,1,0,1,0,1,1,1,1,1,TRUE
17679,47270,1,0,1,0,1,1,1,1,1,TRUE
36105,48811,1,0,1,0.833333333,1,1,1,1,1,TRUE
83399,83400,1,0,1,0,1,1,1,1,1,TRUE
17598,51077,1,0,1,0,1,1,1,1,1,TRUE
9045,95773,0.714285714,0,0,0,1,1,0,0,0,FALSE
75087,90863,0.428571429,0,1,0,1,0,0,0,0,FALSE
1036,55972,0.125,0,0.833333333,0,1,0,0,0,0,FALSE
22301,82046,1,0,0,0,1,0,1,0,0,FALSE
50371,61308,0.111111111,0,0,0,0,1,1,1,0,FALSE
24125,75730,0.9,0,0.2,0,1,1,0,0,0,FALSE
7342,51535,0.125,0,1,0,1,0,0,0,0,FALSE
38629,86055,1,0,0.125,0,1,0,0,1,0,FALSE
6789,30390,1,0,0,0,1,1,0,0,0,FALSE
39421,77097,1,0,0.2,0,1,0,0,1,0,FALSE
16313,85638,1,0,0,0,1,0,1,0,0,FALSE
66282,99970,1,0,0,0,1,1,1,0,0,FALSE
4160,62006,0.25,0,0.857142857,0,1,0,0,0,0,FALSE
4860,33892,1,0,0.5,0,1,0,1,0,0,FALSE
4614,83052,0.25,0,0,0,1,1,1,0,0,FALSE
71708,94512,0,0,1,0,1,0,0,0,0,FALSE
46769,65256,0.25,0,0.4,0,1,0,0,0,0,FALSE
55687,65342,0.125,0,1,0,1,0,0,0,0,FALSE
1816,40857,1,0,0.2,0,1,0,1,0,0,FALSE
36738,90111,0.111111111,0,0.857142857,0,1,0,0,0,0,FALSE
82741,89566,1,0,0.111111111,0,1,1,0,0,0,FALSE
52570,96443,1,0,0,0,1,0,1,0,0,FALSE
33367,49439,0.222222222,0,0.5,0,1,1,0,0,0,FALSE
22096,59354,0,0,0,0,1,1,1,1,0,FALSE
26221,72252,1,0,0.333333333,0,1,0,1,0,0,FALSE
58977,93141,1,0,0,0,1,0,1,0,0,FALSE
27766,88801,1,1,0,0,1,1,0,0,0,FALSE
7784,91996,1,0,0.142857143,0,1,1,0,0,0,FALSE
18048,48101,0.4,0,0.428571429,0,1,0,1,0,0,FALSE
30075,37005,1,0,0.142857143,0,1,0,1,0,0,FALSE
81204,96899,1,0,0.222222222,0,1,1,0,0,0,FALSE
10727,35344,1,0,0.166666667,0,1,0,1,0,0,FALSE
15423,84337,1,0,0.25,0,1,0,0,1,0,FALSE
2481,96854,0,0,0.6,0,1,0,0,0,0,FALSE
33264,54626,1,0,0,0,1,1,0,0,0,FALSE
78053,98861,1,0,0.153846154,0,1,0,1,0,0,FALSE
15733,37893,0,0,0.714285714,0,1,0,0,0,0,FALSE
27812,95877,1,0,0.111111111,0,1,1,0,0,0,FALSE
68218,83928,0.125,0,0.857142857,0,1,0,0,1,0,FALSE
56511,78588,1,0,0.285714286,0,1,0,1,0,0,FALSE
7523,77555,1,0,0.2,0,1,0,1,0,0,FALSE
76643,82946,0.142857143,0,0.090909091,0,0,1,1,1,0,FALSE
24916,49082,0.375,0,1,0,1,0,0,0,0,FALSE
68115,81853,0,0,0.2,0,1,0,0,0,0,FALSE
4820,5599,1,0,0.142857143,0,1,0,1,0,0,FALSE
59673,86557,1,0,0.25,0,1,0,1,0,0,FALSE
22483,48277,1,0,0.428571429,0,1,1,0,0,0,FALSE
33783,83455,1,0,0.285714286,0,1,0,1,0,0,FALSE
5697,14137,0.222222222,0,1,0,1,0,0,1,0,FALSE
24107,26545,1,0,0.4,0,1,1,0,0,0,FALSE
32919,69776,0.111111111,0,0.75,0,1,0,1,0,0,FALSE
19518,59866,1,0,0.2,0,1,0,1,0,0,FALSE
61463,71212,1,0,0.142857143,0,1,0,1,0,0,FALSE
31201,33870,1,0,0,0,1,1,0,0,0,FALSE
11097,80825,1,0,0.125,0,1,0,1,0,0,FALSE
7054,49637,1,0,0.111111111,0,1,0,0,1,0,FALSE
31049,77807,0.75,0,0.75,0,1,0,0,0,0,FALSE
42041,70776,1,0,0.363636364,0,1,1,0,0,0,FALSE
804,44274,0.3,0,0.875,0,1,0,0,0,0,FALSE
19916,59317,1,0,0.4,0,1,1,0,0,0,FALSE
83244,94043,1,0,0,0,1,0,0,1,0,FALSE
2808,86867,1,0,0,0,1,0,0,1,0,FALSE
1675,44483,0.111111111,0,0.875,0,1,0,0,0,0,FALSE
38583,95510,1,0,0.285714286,0,1,0,1,0,0,FALSE
73208,77264,1,0,0.1,0,1,1,0,0,0,FALSE
11580,43188,1,0,0,0,1,0,1,0,0,FALSE
26132,47994,1,0,0.1,0,1,1,0,0,0,FALSE
18670,86080,1,0,0.125,0,1,1,0,0,0,FALSE
75356,92982,0.4,0,0,0,1,0,1,0,0,FALSE
2733,40796,0.111111111,0,0.5,0,1,1,0,0,0,FALSE
642,5801,0,0,0.25,0,1,1,1,1,0,FALSE
29854,94946,1,0,0.25,0,1,0,0,1,0,FALSE
77517,91391,0.25,0,0,0,1,0,1,0,0,FALSE
69357,99863,0.111111111,0,1,0,1,0,0,0,0,FALSE
7281,23504,0,0,0.857142857,0,1,0,0,0,0,FALSE
47817,72058,1,0,0,0,1,1,0,0,0,FALSE
41297,93650,1,0,0.111111111,0,1,1,0,0,0,FALSE
39925,53871,1,0,0,0,1,0,1,0,0,FALSE
79098,89342,1,0,0.25,0,1,0,1,0,0,FALSE
29284,64919,1,0,0.4,0,1,0,0,1,0,FALSE
87138,95849,1,0,0.142857143,0,1,1,0,0,0,FALSE
22177,63184,0.142857143,0,0.714285714,0,1,0,0,0,0,FALSE
49278,77987,1,0,0.166666667,0,1,0,0,1,0,FALSE
61001,72724,1,0,0.125,0,0,1,0,0,0,FALSE
29778,57301,1,0,0.2,0,1,0,0,1,0,FALSE
36163,81417,0.75,0,0,0,1,0,1,0,0,FALSE
34948,84469,1,0,1,0,1,0,0,0,0,FALSE
38823,82985,1,0,0.111111111,0,1,0,1,0,0,FALSE
32014,47564,1,0,0.1,0,1,0,1,0,0,FALSE
52210,68669,1,0,0.142857143,0,1,0,1,0,0,FALSE
4238,48810,1,1,0.285714286,0,1,0,0,1,0,FALSE
23083,77585,1,0,0.125,0,1,1,0,0,0,FALSE
44268,94654,1,0,0,0,1,0,1,0,0,FALSE
27575,42311,0.142857143,0,0.857142857,0,1,0,0,0,0,FALSE
25591,97539,1,0,0.1,0,1,0,0,1,0,FALSE
62232,87960,0,0,1,0,1,0,0,0,0,FALSE
1887,24671,1,0,0.333333333,0,1,1,0,0,0,FALSE
42410,61068,1,0,0.444444444,0,1,0,1,0,0,FALSE
6495,31066,1,0,0.125,0,1,0,1,0,0,FALSE
49701,63788,0,0,0,0,0,1,1,1,0,FALSE
58695,81522,1,0,0.222222222,0,1,0,1,0,0,FALSE
53310,96594,0.875,0,0,0,1,0,0,1,0,FALSE
22267,59380,1,1,0.1,0,1,0,0,1,0,FALSE
50865,92530,1,0,0.125,0,1,0,0,1,0,FALSE
89392,91695,0.4,1,0.6,0,1,0,1,0,0,FALSE
40012,67409,1,0,0,0,1,0,1,0,0,FALSE
10478,98965,0.142857143,0,0.142857143,0,1,1,1,1,0,FALSE
46538,83668,1,0,0.125,0,1,1,0,0,0,FALSE
1009,7119,1,0,0,0,1,0,1,0,0,FALSE
96534,98656,1,0,0.285714286,0,1,1,0,0,0,FALSE
41737,86689,0,0,0.5,0,1,0,0,0,0,FALSE
32156,84549,1,0,0.333333333,0,1,1,0,0,0,FALSE
29467,64368,0.4,0,0.555555556,0,1,1,1,1,0,FALSE
43876,49658,1,0,0.222222222,0,1,0,1,0,0,FALSE
