"id_1","id_2","cmp_fname_c1","cmp_fname_c2","cmp_lname_c1","cmp_lname_c2","cmp_sex","cmp_bd","cmp_bm","cmp_by","cmp_plz","Class"
95921,99370,0.125,NA,0.666666666666667,NA,1,0,0,0,0,"FALSE"
26451,61957,1,NA,0.111111111111111,NA,1,1,0,0,0,"FALSE"
9188,38315,0.428571428571429,NA,1,NA,1,0,0,0,0,"FALSE"
50740,57046,0.5,NA,1,NA,1,0,0,0,0,"FALSE"
27593,97447,0.222222222222222,NA,1,NA,1,0,0,0,0,"FALSE"
56412,78368,0,NA,1,NA,1,0,0,0,0,"FALSE"
543,77415,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
83900,84389,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
28886,89958,1,NA,0,NA,1,0,1,0,0,"FALSE"
15507,29942,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
4886,19806,1,1,0,NA,1,0,0,1,0,"FALSE"
51878,64795,1,NA,0.285714285714286,NA,0,0,1,0,0,"FALSE"
51496,78213,0.2,NA,0.5,NA,1,0,0,0,0,"FALSE"
31829,70534,0,NA,0.2,NA,1,0,0,0,0,"FALSE"
93069,97501,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
1763,42162,1,NA,0,NA,1,0,1,0,0,"FALSE"
1430,30015,1,NA,0,NA,1,0,1,0,0,"FALSE"
2761,23064,1,NA,0.181818181818182,NA,1,0,0,1,0,"FALSE"
6707,14634,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
39959,90734,0.333333333333333,NA,0.833333333333333,NA,1,0,0,0,0,"FALSE"
21682,66892,0.4,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
51231,54950,0.4,NA,0,NA,1,0,1,0,0,"FALSE"
68600,86573,0.555555555555556,NA,1,NA,1,0,0,0,0,"FALSE"
37373,87615,0.125,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
47221,56299,0.166666666666667,NA,0,NA,0,1,1,1,0,"FALSE"
60823,82310,1,NA,0.181818181818182,NA,1,0,0,1,0,"FALSE"
42499,79260,1,NA,0,NA,1,1,1,0,0,"FALSE"
12006,53008,1,NA,0.222222222222222,NA,1,0,0,1,0,"FALSE"
33635,53200,0.111111111111111,NA,0.571428571428571,NA,1,0,0,0,0,"FALSE"
2363,53325,1,NA,0.363636363636364,NA,1,1,0,0,0,"FALSE"
13188,14083,1,NA,0,NA,1,0,0,1,0,"FALSE"
11220,41319,1,NA,0,NA,1,1,0,0,0,"FALSE"
6682,44435,0.375,NA,0.833333333333333,NA,1,0,0,0,0,"FALSE"
43684,77901,0,NA,0.285714285714286,NA,1,0,0,0,0,"FALSE"
4212,34648,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
56246,69191,0.111111111111111,NA,1,NA,1,0,0,0,0,"FALSE"
51016,78952,1,NA,0.142857142857143,NA,1,0,0,1,0,"FALSE"
20172,42922,0.25,NA,0.8,NA,1,0,0,0,0,"FALSE"
12536,68617,1,NA,0,NA,1,0,1,0,0,"FALSE"
37626,54888,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
4084,78811,1,NA,0,NA,1,1,1,1,0,"FALSE"
42633,73116,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
87812,93027,0.111111111111111,NA,0.5,NA,1,0,0,0,0,"FALSE"
40622,81693,1,NA,0,NA,1,0,0,1,0,"FALSE"
70427,99342,1,NA,0,NA,1,0,1,0,0,"FALSE"
43081,95826,0,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
16676,48338,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
40775,46327,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
69821,85119,0,NA,0.5,NA,1,0,0,0,0,"FALSE"
45632,74452,1,NA,0.222222222222222,NA,1,1,0,0,0,"FALSE"
9990,84954,0.142857142857143,NA,1,NA,1,0,0,0,0,"FALSE"
10568,69369,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
51824,53166,1,NA,0.5,NA,0,0,1,0,0,"FALSE"
39475,94229,1,NA,0.25,NA,1,1,1,0,0,"FALSE"
8111,86592,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
75719,87504,0.75,NA,0.285714285714286,NA,1,0,1,1,0,"FALSE"
40114,75960,0.25,NA,0.666666666666667,NA,1,0,1,0,0,"FALSE"
30999,99639,1,NA,0,NA,1,0,1,0,0,"FALSE"
16897,98613,0.888888888888889,NA,0.2,NA,1,0,1,0,0,"FALSE"
91302,92715,0.428571428571429,NA,0.2,NA,1,1,0,0,0,"FALSE"
77622,84637,0,NA,0.428571428571429,NA,1,1,1,1,0,"FALSE"
3258,8174,0.8,NA,0.3,NA,1,0,1,0,0,"FALSE"
21167,62594,1,NA,0.307692307692308,NA,1,1,0,0,0,"FALSE"
75984,79181,0,NA,1,NA,1,0,0,0,0,"FALSE"
31753,36183,0.125,NA,0.142857142857143,NA,1,1,1,1,0,"FALSE"
57348,99010,1,NA,0.4,NA,1,0,1,0,0,"FALSE"
3768,75622,1,NA,0.428571428571429,NA,1,0,1,0,0,"FALSE"
39116,50258,1,NA,0,NA,1,0,0,1,0,"FALSE"
47188,49895,0.125,NA,0.8,NA,1,0,0,0,0,"FALSE"
39750,66854,0,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
11708,14487,1,NA,0.25,NA,1,1,0,0,0,"FALSE"
55858,85695,0.6,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
22477,99006,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
50442,78716,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
45601,96644,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
19313,61040,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
111,22627,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
20954,99820,1,NA,0,NA,1,0,0,1,0,"FALSE"
45115,81322,0.333333333333333,NA,1,NA,1,0,0,0,0,"FALSE"
4836,36361,1,NA,0,NA,1,0,1,0,0,"FALSE"
318,65438,0.6,NA,0.0909090909090909,NA,1,0,1,0,0,"FALSE"
11016,80224,0.4,NA,0,NA,1,0,0,1,0,"FALSE"
15975,58857,1,NA,0.1,NA,1,0,0,1,0,"FALSE"
9479,78914,0.4,NA,0.166666666666667,NA,1,1,0,0,0,"FALSE"
54881,55822,0.25,NA,0.666666666666667,NA,1,0,0,0,0,"FALSE"
30527,44125,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
32159,35527,0.714285714285714,NA,1,NA,1,0,0,0,0,"FALSE"
78195,83331,0.2,NA,0.5,NA,1,0,0,0,0,"FALSE"
5014,79541,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
11062,42969,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
17877,18806,1,NA,0,NA,1,0,1,0,0,"FALSE"
43305,53755,0.111111111111111,NA,0.333333333333333,NA,0,1,1,1,0,"FALSE"
48376,93301,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
34397,39132,1,NA,0.285714285714286,NA,1,0,1,0,0,"FALSE"
4033,37049,0,NA,0.666666666666667,NA,1,0,0,0,0,"FALSE"
49357,80602,0.25,NA,0.25,NA,1,0,1,0,0,"FALSE"
7051,92793,1,NA,0.285714285714286,NA,1,0,0,1,0,"FALSE"
31214,48869,0.125,NA,0.833333333333333,NA,1,0,0,0,0,"FALSE"
83614,85341,0,NA,0,NA,0,1,1,1,0,"FALSE"
41423,65107,0.875,NA,0.2,NA,1,1,0,0,0,"FALSE"
66491,81860,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
16093,83889,0,NA,0.555555555555556,NA,1,0,0,0,0,"FALSE"
13470,88313,0.142857142857143,NA,0.1,NA,1,1,1,1,0,"FALSE"
21158,84127,1,NA,0.285714285714286,NA,1,0,0,1,0,"FALSE"
23198,37366,1,NA,0,NA,1,0,1,0,0,"FALSE"
15334,32640,1,NA,0,NA,1,0,1,0,0,"FALSE"
386,33574,1,NA,0,NA,1,0,1,0,0,"FALSE"
37593,46085,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
31845,41435,1,NA,0.428571428571429,NA,1,0,1,0,0,"FALSE"
33094,78733,0,NA,1,NA,1,0,0,0,0,"FALSE"
43425,81064,1,NA,0,NA,1,0,1,0,0,"FALSE"
65138,83925,0.111111111111111,NA,1,NA,1,0,0,0,0,"FALSE"
66890,77953,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
8173,58193,0.4,NA,0.25,NA,1,0,1,0,0,"FALSE"
50360,91904,1,NA,0.1,NA,1,0,0,1,0,"FALSE"
48550,81134,0,NA,0.875,NA,1,0,0,0,0,"FALSE"
35173,42365,0,NA,0.285714285714286,NA,1,0,0,0,0,"FALSE"
59058,86723,1,NA,0.222222222222222,NA,1,1,0,0,0,"FALSE"
21738,77291,0.25,NA,0.25,NA,1,0,0,0,0,"FALSE"
22099,44205,1,NA,0.25,NA,1,0,0,1,0,"FALSE"
53323,92112,0.3,NA,1,NA,1,0,0,0,0,"FALSE"
13506,48404,1,NA,0.333333333333333,NA,1,0,1,0,0,"FALSE"
77902,77949,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
43710,92828,0.2,NA,0.428571428571429,NA,1,0,0,0,0,"FALSE"
43855,96230,0.25,NA,0.6,NA,1,0,0,0,0,"FALSE"
21803,56686,0.5,NA,0.75,NA,1,0,0,0,0,"FALSE"
1538,68665,0,NA,0.714285714285714,NA,1,0,0,0,0,"FALSE"
30576,98933,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
14276,56319,1,NA,0.285714285714286,NA,1,0,1,0,0,"FALSE"
3575,40913,0.222222222222222,NA,0.166666666666667,NA,1,1,1,1,0,"FALSE"
46098,76608,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
28004,63579,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
35293,77279,1,NA,0,NA,1,0,0,1,0,"FALSE"
46054,79727,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
17204,78470,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
1126,92574,0.4,NA,0,NA,1,0,1,0,0,"FALSE"
86718,95113,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
12911,92095,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
7314,67568,0.125,NA,0.6,NA,1,0,0,0,0,"FALSE"
19275,79830,0.285714285714286,NA,1,NA,1,0,0,0,0,"FALSE"
11087,15786,1,NA,0,NA,1,0,0,1,0,"FALSE"
20879,31897,0,NA,0.125,NA,1,1,1,1,0,"FALSE"
50679,75928,0,NA,1,NA,1,0,0,1,0,"FALSE"
15633,28261,1,NA,0.181818181818182,NA,1,1,0,0,0,"FALSE"
62067,86305,1,NA,0,NA,1,0,1,0,0,"FALSE"
48215,86271,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
11666,85331,0,NA,1,NA,1,0,0,0,0,"FALSE"
40578,82284,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
12592,23337,1,NA,0,NA,1,0,1,0,0,"FALSE"
40419,87661,1,NA,0,NA,1,1,0,0,0,"FALSE"
20215,84111,1,NA,0.272727272727273,NA,1,0,1,0,0,"FALSE"
35579,40974,1,NA,0.181818181818182,NA,1,0,0,1,0,"FALSE"
10686,13510,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
25390,32540,1,NA,0.4,NA,1,0,1,0,0,"FALSE"
93585,99583,1,NA,0.125,NA,1,1,0,0,1,"FALSE"
92636,97023,1,NA,0.0833333333333334,NA,1,1,0,0,0,"FALSE"
31570,93721,1,NA,0.25,NA,1,1,0,0,0,"FALSE"
13582,86919,1,NA,0.2,NA,1,0,0,1,0,"FALSE"
14321,99370,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
41303,58754,1,NA,0.25,NA,0,0,1,0,0,"FALSE"
64798,80493,1,NA,0.166666666666667,NA,1,0,0,1,0,"FALSE"
41176,77098,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
2140,72128,0.375,NA,0.75,NA,1,0,0,0,0,"FALSE"
6904,92835,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
1931,21572,0.4,NA,0.125,NA,1,0,1,0,0,"FALSE"
4486,50507,0.4,NA,0.125,NA,1,0,1,0,0,"FALSE"
32923,74294,1,NA,0.285714285714286,NA,1,0,0,1,0,"FALSE"
38811,83290,1,1,0.142857142857143,NA,1,0,0,1,0,"FALSE"
55171,65206,0.142857142857143,NA,1,NA,1,0,0,0,0,"FALSE"
57508,61961,1,NA,0.1875,NA,1,0,1,0,0,"FALSE"
36195,79597,0,NA,1,NA,1,0,0,0,0,"FALSE"
31230,64355,1,NA,0,NA,1,0,1,0,0,"FALSE"
2499,93800,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
57281,91787,1,NA,0,NA,1,0,1,0,0,"FALSE"
41101,82832,0.111111111111111,NA,0.888888888888889,NA,1,0,0,0,0,"FALSE"
15788,24288,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
12503,90167,0.375,NA,0.857142857142857,NA,1,0,0,0,0,"FALSE"
54277,80254,0,NA,1,NA,1,0,0,0,0,"FALSE"
6669,24905,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
50051,70310,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
76214,91912,1,NA,0.1,NA,1,0,0,1,0,"FALSE"
76092,83583,0,NA,0.714285714285714,NA,1,0,0,0,0,"FALSE"
19664,81303,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
73678,76193,1,NA,0,NA,1,0,0,1,0,"FALSE"
19067,82233,0,NA,0.272727272727273,NA,1,1,1,1,0,"FALSE"
45943,68369,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
14154,25276,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
30635,55327,0,NA,1,NA,1,0,0,0,0,"FALSE"
48617,71425,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
59820,65372,1,NA,0,NA,1,0,1,0,0,"FALSE"
7069,51696,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
24766,50289,0.333333333333333,NA,1,NA,1,0,1,0,0,"FALSE"
24085,98730,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
62738,72569,0.555555555555556,NA,0.222222222222222,NA,1,1,1,1,0,"FALSE"
37372,39723,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
5541,95014,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
14075,59694,0.4,NA,0.857142857142857,NA,1,0,1,0,0,"FALSE"
19719,77852,1,NA,0,NA,1,1,1,0,0,"FALSE"
59934,72649,0.571428571428571,NA,1,NA,1,0,0,0,0,"FALSE"
40796,41008,0.6,NA,1,NA,1,0,1,0,0,"FALSE"
1679,39250,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
3075,6554,1,NA,0.375,NA,1,0,1,0,0,"FALSE"
73100,97270,1,NA,0,NA,1,0,1,0,0,"FALSE"
17732,84484,0.285714285714286,NA,1,NA,1,0,0,0,0,"FALSE"
7122,40029,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
39423,43520,1,NA,0,NA,1,0,1,0,0,"FALSE"
39711,61620,0,NA,1,NA,1,0,0,0,0,"FALSE"
48924,49801,1,1,0.125,NA,1,0,1,0,0,"FALSE"
4262,60160,1,NA,0.4,NA,1,0,0,1,0,"FALSE"
58949,66043,1,NA,0,NA,1,0,0,1,0,"FALSE"
62610,79242,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
35017,45806,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
39484,48100,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
16252,40016,1,NA,0,NA,1,0,1,0,0,"FALSE"
4447,48565,0.4,NA,0.444444444444444,NA,1,0,1,0,0,"FALSE"
34167,66202,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
53436,63448,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
67404,77820,0.6,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
70955,82554,1,NA,0,NA,1,0,1,0,0,"FALSE"
58437,94075,1,NA,0.0909090909090909,NA,1,0,1,0,0,"FALSE"
67098,91595,0,NA,1,NA,1,0,0,0,0,"FALSE"
3828,49310,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
48992,73163,1,NA,0.0833333333333334,NA,1,0,1,0,0,"FALSE"
26510,89631,1,NA,0,NA,1,0,1,0,0,"FALSE"
15084,48752,1,NA,0,NA,1,0,1,0,0,"FALSE"
49230,60483,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
65367,77233,1,NA,0.666666666666667,NA,1,0,1,0,0,"FALSE"
75732,97853,1,NA,0,NA,1,1,0,0,0,"FALSE"
36578,93431,0,NA,1,NA,1,1,0,0,0,"FALSE"
26141,88960,1,NA,0.125,NA,1,0,0,1,0,"FALSE"
98456,98872,1,NA,0.428571428571429,NA,1,1,0,0,0,"FALSE"
21487,39914,1,NA,0.166666666666667,NA,1,0,0,1,0,"FALSE"
71596,73749,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
15264,62674,1,NA,0,NA,1,1,0,0,0,"FALSE"
34610,68839,1,NA,0.272727272727273,NA,1,0,1,0,0,"FALSE"
6031,85171,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
16374,58860,1,NA,0,NA,1,0,1,0,0,"FALSE"
45648,70110,1,NA,0.1,NA,1,1,0,0,0,"FALSE"
1909,83323,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
40179,65980,1,NA,0.5,NA,1,0,0,1,0,"FALSE"
56696,86140,0.428571428571429,NA,0.833333333333333,NA,1,0,0,0,0,"FALSE"
14872,36280,1,NA,0,NA,1,0,0,1,0,"FALSE"
50756,61350,0.857142857142857,NA,0.1,NA,1,0,1,0,0,"FALSE"
61320,88558,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
10493,42098,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
2669,65737,1,NA,0.3,NA,1,1,0,0,0,"FALSE"
17214,77061,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
30693,77156,0.714285714285714,NA,0.4,NA,1,1,0,0,0,"FALSE"
72010,95076,0.4,NA,0.222222222222222,NA,1,1,0,0,0,"FALSE"
13481,68585,1,NA,0,NA,1,0,0,1,0,"FALSE"
68118,92759,1,NA,0,NA,1,0,0,1,0,"FALSE"
14006,70776,1,NA,0.0909090909090909,NA,1,1,0,0,0,"FALSE"
3997,70804,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
4236,16957,0,NA,0.777777777777778,NA,1,0,0,0,0,"FALSE"
53754,94894,1,NA,0,NA,1,0,1,0,0,"FALSE"
12791,54342,1,NA,0.125,NA,0,1,0,0,0,"FALSE"
23261,73640,0.25,NA,0,NA,1,1,1,1,0,"FALSE"
14220,94991,0.4,NA,0,NA,1,0,0,1,0,"FALSE"
22861,66482,1,NA,0,NA,1,0,0,1,0,"FALSE"
3575,96584,1,NA,0,NA,0,0,0,1,0,"FALSE"
10568,83724,1,NA,0.1,NA,1,1,0,0,0,"FALSE"
77232,95666,0.222222222222222,NA,0.25,NA,0,1,1,1,0,"FALSE"
56476,84526,1,NA,0.222222222222222,NA,1,0,0,1,0,"FALSE"
19873,56951,1,NA,0,NA,1,0,1,0,0,"FALSE"
31876,71156,1,NA,0.0909090909090909,NA,1,0,0,1,0,"FALSE"
29604,35680,0.2,NA,0.714285714285714,NA,1,0,0,0,0,"FALSE"
12294,44598,1,NA,0,NA,1,0,0,1,0,"FALSE"
83104,90824,0,NA,0.5,NA,1,0,0,0,0,"FALSE"
22324,75596,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
1460,65975,1,NA,0.166666666666667,NA,1,0,1,0,0,"FALSE"
44463,92753,1,NA,0.2,NA,1,0,1,0,0,"FALSE"
18007,28391,1,NA,0.181818181818182,NA,1,1,0,0,0,"FALSE"
47753,84950,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
42186,52118,0.2,NA,0.222222222222222,NA,0,1,1,1,0,"FALSE"
6645,10436,1,NA,0,NA,1,0,1,0,0,"FALSE"
58172,86119,1,NA,0.142857142857143,NA,1,0,0,1,0,"FALSE"
22955,57172,0.875,NA,0,NA,1,1,0,0,0,"FALSE"
18276,96303,1,NA,0,NA,1,1,0,0,0,"FALSE"
86509,90930,1,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
25038,33231,1,NA,0.428571428571429,NA,1,1,0,0,0,"FALSE"
45179,91377,1,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
15789,45389,1,NA,0.25,NA,1,0,1,0,0,"FALSE"
19026,96408,0,NA,0.6,NA,1,1,0,0,0,"FALSE"
660,32591,1,NA,0,NA,1,0,0,1,0,"FALSE"
27613,54542,1,NA,0.111111111111111,NA,1,0,1,0,0,"FALSE"
16423,73236,1,NA,0.2,NA,1,0,0,1,0,"FALSE"
32394,42740,1,NA,0,NA,1,0,1,0,0,"FALSE"
22502,61069,1,NA,0,NA,1,0,0,1,0,"FALSE"
49810,53048,1,NA,0.142857142857143,NA,1,0,0,1,0,"FALSE"
48767,86945,1,NA,0,NA,1,0,1,0,0,"FALSE"
23029,48003,1,NA,0.125,NA,1,1,0,0,0,"FALSE"
9704,36602,0,NA,1,NA,1,0,0,0,0,"FALSE"
13903,67552,1,NA,0.181818181818182,NA,1,1,0,0,0,"FALSE"
57448,75347,0.125,NA,0.1,NA,0,1,1,1,0,"FALSE"
39612,54214,0.25,NA,0,NA,1,0,1,0,0,"FALSE"
3609,51867,1,NA,0,NA,0,0,1,0,0,"FALSE"
68555,78180,0,NA,0.6,NA,1,0,0,0,0,"FALSE"
39895,68543,1,NA,0,NA,1,1,0,0,0,"FALSE"
21069,32588,0.166666666666667,NA,1,NA,1,0,0,0,0,"FALSE"
5554,37557,1,NA,0.142857142857143,NA,1,1,0,0,0,"FALSE"
18679,36054,1,NA,0.125,NA,1,0,1,0,0,"FALSE"
23583,87429,1,NA,0.2,NA,1,0,0,1,0,"FALSE"
17847,21942,0,NA,0,NA,1,1,1,1,0,"FALSE"
35673,57617,1,1,0,NA,1,1,0,0,0,"FALSE"
136,75651,1,NA,0.272727272727273,NA,1,0,1,0,0,"FALSE"
1346,19567,0.4,NA,0.142857142857143,NA,1,0,1,0,0,"FALSE"
58175,75232,1,NA,0,NA,1,1,0,0,0,"FALSE"
46604,70789,1,NA,0.333333333333333,NA,1,0,0,1,0,"FALSE"
62911,79713,0.8,NA,0.111111111111111,NA,1,0,0,1,0,"FALSE"
18746,93610,1,NA,0.222222222222222,NA,1,0,1,0,0,"FALSE"
86209,98792,0.125,NA,0.666666666666667,NA,1,0,1,0,0,"FALSE"
23661,42115,0.125,NA,0.6,NA,1,0,0,0,0,"FALSE"
91022,92181,1,NA,0.2,NA,1,1,0,0,0,"FALSE"
